CustomerID,Recency_Days,Frequency,Monetary_NetSales,GrossSales,ReturnsValue,ReturnRate,CohortMonth,R_Score,F_Score,M_Score,RFM_Score_String,RFM_Segment
12526.0,0.5,3,1316.66,1316.66,0,0,2011-09,5,3,3,533,Loyal Customers
15471.0,2.4,3,1316.56,1316.56,0,0,2010-06,5,3,3,533,Loyal Customers
14921.0,30.4,2,1316.07,1316.07,0,0,2011-05,4,2,3,423,Potential Loyalists
14102.0,5.3,5,1314.73,1360.28,45.55,0.0335,2011-10,5,4,3,543,Champions
16464.0,19.5,3,1314.68,1314.68,0,0,2011-07,5,3,3,533,Loyal Customers
14973.0,107.3,3,1314.45,1314.45,0,0,2011-04,3,3,3,333,Loyal Customers
15322.0,85.6,2,1314.15,1390.86,76.71,0.0552,2010-08,3,2,3,323,Potential Loyalists
15146.0,164.5,2,1313.66,1327.16,13.5,0.0102,2011-02,3,2,3,323,Potential Loyalists
12364.0,7.6,4,1313.1,1313.1,0,0,2011-08,5,3,3,533,Loyal Customers
12639.0,238.5,3,1312.37,1312.37,0,0,2010-03,3,3,3,333,Loyal Customers
12426.0,194.5,2,1311.41,1345.21,33.8,0.0251,2010-02,3,2,3,323,Potential Loyalists
14856.0,36.4,3,1311.38,1311.38,0,0,2011-10,4,3,3,433,Loyal Customers
16377.0,267.3,2,1308.48,1308.48,0,0,2010-04,3,2,3,323,Potential Loyalists
13328.0,316.4,1,1308.48,1308.48,0,0,2011-01,2,1,3,213,Hibernating
13587.0,63.5,4,1308.1,1673.5,365.4,0.2183,2010-02,4,3,3,433,Loyal Customers
16282.0,339.5,3,1307.58,1307.58,0,0,2009-12,2,3,3,233,At-Risk
14071.0,3.5,8,1307.41,1438.82,131.41,0.0913,2011-03,5,5,3,553,Champions
15677.0,49.4,3,1305.63,1305.63,0,0,2010-09,4,3,3,433,Loyal Customers
16744.0,11.5,7,1304.76,1304.76,0,0,2011-06,5,4,3,543,Champions
15813.0,207.7,2,1303.91,1303.91,0,0,2011-04,3,2,3,323,Potential Loyalists
12463.0,53.4,4,1303.63,1344.78,41.15,0.0306,2011-04,4,3,3,433,Loyal Customers
15101.0,8.6,6,1303.49,1477.94,174.45,0.118,2010-04,5,4,3,543,Champions
16574.0,71.4,3,1301.78,1301.78,0,0,2010-02,4,3,3,433,Loyal Customers
16723.0,91.5,4,1301.63,1301.63,0,0,2009-12,3,3,3,333,Loyal Customers
12919.0,8.4,6,1301.44,1335.19,33.75,0.0253,2011-06,5,4,3,543,Champions
14479.0,253.6,4,1299.11,1299.11,0,0,2009-12,3,3,3,333,Loyal Customers
12488.0,9.6,3,1298.66,1298.66,0,0,2011-09,5,3,3,533,Loyal Customers
16372.0,33.5,5,1298.61,1328.61,30,0.0226,2010-04,4,4,3,443,Champions
12987.0,73.5,5,1298.51,1312.21,13.7,0.0104,2010-01,4,4,3,443,Champions
12372.0,71.5,3,1298.04,1298.04,0,0,2011-02,4,3,3,433,Loyal Customers
17499.0,289.6,2,1296.84,1341.39,44.55,0.0332,2010-05,3,2,3,323,Potential Loyalists
14167.0,39.4,8,1296.49,1296.49,0,0,2010-01,4,5,3,453,Champions
14618.0,9.4,7,1295.67,1342.32,46.65,0.0348,2010-06,5,4,3,543,Champions
16929.0,3.6,7,1295.39,1295.39,0,0,2011-07,5,4,3,543,Champions
14480.0,11.3,4,1295.27,1299.52,4.25,0.0033,2009-12,5,3,3,533,Loyal Customers
15108.0,141.6,4,1291.75,1300.25,8.5,0.0065,2011-04,3,3,3,333,Loyal Customers
13846.0,24.5,4,1290.34,1307.79,17.45,0.0133,2010-11,4,3,3,433,Loyal Customers
16608.0,453.5,2,1288.72,1288.72,0,0,2010-02,2,2,3,223,Hibernating
16756.0,214.6,7,1287.42,1312.37,24.95,0.019,2010-03,3,4,3,343,Loyal Customers
17411.0,12.4,5,1286.53,1425.38,138.85,0.0974,2009-12,5,4,3,543,Champions
14821.0,366.6,7,1286.45,1286.45,0,0,2010-02,2,4,3,243,At-Risk
17027.0,78.5,9,1285.41,1327.11,41.7,0.0314,2009-12,4,5,3,453,Champions
16212.0,19.5,4,1284.56,1293.71,9.15,0.0071,2010-02,5,3,3,533,Loyal Customers
14297.0,17.6,4,1284.06,1305.33,21.27,0.0163,2011-03,5,3,3,533,Loyal Customers
17142.0,239.2,4,1283.75,1283.75,0,0,2010-01,3,3,3,333,Loyal Customers
14284.0,30.7,3,1282.85,1299.65,16.8,0.0129,2010-02,4,3,3,433,Loyal Customers
15136.0,2.5,4,1282.45,1286.7,4.25,0.0033,2011-09,5,3,3,533,Loyal Customers
16894.0,502.3,3,1282.36,1324.06,41.7,0.0315,2010-06,2,3,3,233,At-Risk
15525.0,2.4,4,1280.8,1295.7,14.9,0.0115,2010-11,5,3,3,533,Loyal Customers
17109.0,29.3,8,1280.1,1295.46,15.36,0.0119,2010-07,4,5,3,453,Champions
17862.0,323.5,4,1279.09,1279.09,0,0,2010-05,2,3,3,233,At-Risk
13243.0,203.4,5,1278.04,1278.04,0,0,2010-03,3,4,3,343,Loyal Customers
15211.0,60.4,2,1277.48,1277.48,0,0,2010-12,4,2,3,423,Potential Loyalists
0.1471,2455804.5,1,1277.1,1277.1,0,0,-4712-03,1,1,3,113,Lost
16777.0,80.4,5,1277.01,1307.76,30.75,0.0235,2010-03,3,4,3,343,Loyal Customers
17759.0,17.3,5,1276.91,1276.91,0,0,2010-05,5,4,3,543,Champions
17521.0,29.5,5,1276.81,1278.06,1.25,0.001,2010-10,4,4,3,443,Champions
18035.0,35.5,5,1276.74,1276.74,0,0,2010-11,4,4,3,443,Champions
14478.0,382.4,4,1276.66,1276.66,0,0,2009-12,2,3,3,233,At-Risk
14619.0,245.7,2,1276.31,1291.24,14.93,0.0116,2010-06,3,2,3,323,Potential Loyalists
15584.0,23.5,6,1275,1277.5,2.5,0.002,2010-02,4,4,3,443,Champions
14820.0,21.3,9,1274.76,1274.76,0,0,2010-01,5,5,3,553,Champions
14490.0,406.4,2,1273.47,1273.47,0,0,2010-10,2,2,3,223,Hibernating
17478.0,408.4,2,1272.8,1272.8,0,0,2010-03,2,2,3,223,Hibernating
17132.0,452.3,2,1272.8,1272.8,0,0,2010-08,2,2,3,223,Hibernating
12394.0,63.7,2,1272.48,1272.48,0,0,2011-05,4,2,3,423,Potential Loyalists
16527.0,81.3,2,1272.44,1272.44,0,0,2010-10,3,2,3,323,Potential Loyalists
12908.0,176.3,5,1272,1776,504,0.2838,2010-03,3,4,3,343,Loyal Customers
14984.0,19.4,6,1271.41,1271.41,0,0,2010-01,5,4,3,543,Champions
12630.0,9.5,2,1270.88,1270.88,0,0,2011-10,5,2,3,523,Potential Loyalists
14679.0,381.5,3,1270.4,1289.44,19.04,0.0148,2009-12,2,3,3,233,At-Risk
15038.0,58.5,9,1269.96,1309.86,39.9,0.0305,2010-10,4,5,3,453,Champions
13492.0,136.4,3,1269.84,1269.84,0,0,2011-05,3,3,3,333,Loyal Customers
15439.0,404.6,4,1269.05,1269.05,0,0,2010-02,2,3,3,233,At-Risk
14379.0,44.3,4,1268.91,1268.91,0,0,2010-08,4,3,3,433,Loyal Customers
14474.0,46.4,2,1268.13,1278.08,9.95,0.0078,2010-05,4,2,3,423,Potential Loyalists
13892.0,26.5,6,1267.65,1267.65,0,0,2010-05,4,4,3,443,Champions
14511.0,11.3,5,1267.41,1314.81,47.4,0.0361,2011-07,5,4,3,543,Champions
15579.0,68.5,5,1267.25,1302.5,35.25,0.0271,2010-10,4,4,3,443,Champions
13300.0,169.5,3,1267.21,1285.51,18.3,0.0142,2010-05,3,3,3,333,Loyal Customers
13497.0,282.6,6,1266.33,1320.33,54,0.0409,2010-02,3,4,3,343,Loyal Customers
13515.0,72.5,6,1265.82,1265.82,0,0,2010-03,4,4,3,443,Champions
14725.0,24.5,4,1264.84,1315.24,50.4,0.0383,2010-06,4,3,3,433,Loyal Customers
13617.0,40.4,8,1263.8,1278.75,14.95,0.0117,2010-08,4,5,3,453,Champions
14427.0,50.4,4,1263.52,1263.52,0,0,2010-03,4,3,3,433,Loyal Customers
16951.0,134.5,3,1262.75,1277.75,15,0.0117,2011-02,3,3,3,333,Loyal Customers
15009.0,12.4,3,1261.78,1261.78,0,0,2011-11,5,3,3,533,Loyal Customers
16955.0,184.6,6,1261.16,1309.41,48.25,0.0368,2010-01,3,4,3,343,Loyal Customers
14419.0,10.5,7,1260.91,1260.91,0,0,2010-11,5,4,3,543,Champions
16688.0,1.4,4,1260.86,1260.86,0,0,2011-10,5,3,3,533,Loyal Customers
13916.0,463.6,4,1260.51,1275.81,15.3,0.012,2010-02,2,3,3,233,At-Risk
16842.0,100.6,3,1260.44,1264.19,3.75,0.003,2011-02,3,3,3,333,Loyal Customers
17343.0,355.4,6,1259.94,1259.94,0,0,2009-12,2,4,3,243,At-Risk
13689.0,63.4,2,1259.5,1259.5,0,0,2010-09,4,2,3,423,Potential Loyalists
14267.0,162.6,3,1259.19,1516.24,257.05,0.1695,2011-03,3,3,3,333,Loyal Customers
15651.0,36.6,5,1259.06,1259.06,0,0,2010-04,4,4,3,443,Champions
14871.0,3.4,9,1258.97,1258.97,0,0,2009-12,5,5,3,553,Champions
12717.0,151.4,3,1258.91,1308.91,50,0.0382,2010-04,3,3,3,333,Loyal Customers
17635.0,424.4,3,1256.83,1265.58,8.75,0.0069,2010-04,2,3,3,233,At-Risk
13065.0,373.3,5,1255.96,1260.91,4.95,0.0039,2010-06,2,4,3,243,At-Risk
16714.0,218.5,4,1254.71,1529.8,275.09,0.1798,2010-02,3,3,3,333,Loyal Customers
15064.0,410.4,4,1254.41,1254.41,0,0,2009-12,2,3,3,233,At-Risk
15441.0,396.3,3,1254.21,1254.21,0,0,2009-12,2,3,3,233,At-Risk
13855.0,500.6,4,1253.94,1310.34,56.4,0.043,2009-12,2,3,3,233,At-Risk
17037.0,87.5,1,1253.22,1267.32,14.1,0.0111,2011-09,3,1,3,313,Potential Loyalists
15400.0,92.4,8,1252.8,1302.3,49.5,0.038,2010-05,3,5,3,353,Loyal Customers
14698.0,1.5,5,1250.76,1250.76,0,0,2011-10,5,4,3,543,Champions
15599.0,26.5,3,1250.06,1250.06,0,0,2010-09,4,3,3,433,Loyal Customers
17481.0,3.5,4,1249.34,1255.59,6.25,0.005,2011-09,5,3,3,533,Loyal Customers
13443.0,448.5,6,1247.71,1280.16,32.45,0.0253,2010-01,2,4,3,243,At-Risk
14383.0,38.3,3,1247.69,1247.69,0,0,2011-06,4,3,3,433,Loyal Customers
12689.0,25.6,2,1247.61,1247.61,0,0,2011-08,4,2,3,423,Potential Loyalists
14240.0,30.4,3,1247.49,1247.49,0,0,2010-10,4,3,3,433,Loyal Customers
15004.0,147.4,1,1246.32,1246.32,0,0,2011-07,3,1,3,313,Potential Loyalists
16296.0,626.5,4,1245.97,1313.67,67.7,0.0515,2009-12,1,3,3,133,At-Risk
12402.0,323.4,6,1244.15,1256.9,12.75,0.0101,2010-02,2,4,3,243,At-Risk
17076.0,36.3,6,1242.75,1242.75,0,0,2009-12,4,4,3,443,Champions
15800.0,107.4,7,1242.58,1242.58,0,0,2010-03,3,4,3,343,Loyal Customers
14446.0,0.5,5,1241.31,1241.31,0,0,2010-11,5,4,3,543,Champions
14382.0,26.3,2,1240.85,1246.8,5.95,0.0048,2010-11,4,2,3,423,Potential Loyalists
13201.0,502.4,4,1240.61,1240.61,0,0,2010-03,2,3,3,233,At-Risk
17529.0,610.3,2,1240.25,1240.25,0,0,2010-01,1,2,3,123,Hibernating
13860.0,1.5,5,1240,1245.9,5.9,0.0047,2011-09,5,4,3,543,Champions
17034.0,16.4,5,1239.32,1283.92,44.6,0.0347,2010-07,5,4,3,543,Champions
16501.0,383.4,1,1237.23,1237.23,0,0,2010-11,2,1,3,213,Hibernating
15376.0,40.4,3,1233.36,1233.36,0,0,2011-05,4,3,3,433,Loyal Customers
17397.0,22.4,3,1233.18,1233.18,0,0,2010-10,5,3,3,533,Loyal Customers
18080.0,18.7,2,1231.5,1231.5,0,0,2011-04,5,2,3,523,Potential Loyalists
16159.0,281.5,4,1230.29,1232.79,2.5,0.002,2009-12,3,3,3,333,Loyal Customers
14428.0,7.4,5,1230.14,1244.83,14.69,0.0118,2011-01,5,4,3,543,Champions
12673.0,5.4,3,1230.02,1230.02,0,0,2010-11,5,3,3,533,Loyal Customers
18135.0,29.2,10,1229.22,1249.62,20.4,0.0163,2010-03,4,5,3,453,Champions
13282.0,18.4,4,1228.89,1313.19,84.3,0.0642,2010-10,5,3,3,533,Loyal Customers
0.5593,2455834.7,1,1227.6,1227.6,0,0,-4712-02,1,1,3,113,Lost
12866.0,283.4,3,1227.35,1227.35,0,0,2010-07,3,3,3,333,Loyal Customers
13030.0,11.4,2,1227.22,1227.22,0,0,2010-12,5,2,3,523,Potential Loyalists
17201.0,53.5,4,1226.44,1242.04,15.6,0.0126,2010-02,4,3,3,433,Loyal Customers
17456.0,365.4,2,1225.42,1225.42,0,0,2010-09,2,2,3,223,Hibernating
15269.0,23.6,3,1225.36,1225.36,0,0,2010-11,4,3,3,433,Loyal Customers
14512.0,187.5,7,1223.47,1223.47,0,0,2009-12,3,4,3,343,Loyal Customers
15580.0,376.5,8,1221.95,1381.19,159.24,0.1153,2010-02,2,5,3,253,At-Risk
12605.0,376.4,4,1217.95,1232.95,15,0.0122,2010-09,2,3,3,233,At-Risk
13863.0,247.6,4,1217.63,1239.55,21.92,0.0177,2010-04,3,3,3,333,Loyal Customers
15390.0,396.4,2,1216.66,1216.66,0,0,2010-10,2,2,3,223,Hibernating
15661.0,317.4,8,1215.95,1215.95,0,0,2010-05,2,5,3,253,At-Risk
13140.0,108.4,5,1215.68,1215.68,0,0,2010-08,3,4,3,343,Loyal Customers
12985.0,0.6,2,1215.62,1239.38,23.76,0.0192,2011-11,5,2,3,523,Potential Loyalists
17410.0,16.3,5,1214.72,1214.72,0,0,2011-05,5,4,3,543,Champions
13440.0,423.5,7,1213.95,1295.25,81.3,0.0628,2010-09,2,4,3,243,At-Risk
17198.0,23.6,3,1213.88,1213.88,0,0,2010-12,4,3,3,433,Loyal Customers
14020.0,16.6,4,1213.26,1249.01,35.75,0.0286,2010-06,5,3,3,533,Loyal Customers
16872.0,77.3,6,1213.13,1213.13,0,0,2010-09,4,4,3,443,Champions
13019.0,379.4,6,1212.95,1229.95,17,0.0138,2009-12,2,4,3,243,At-Risk
13918.0,49.5,2,1212.84,1212.84,0,0,2011-03,4,2,3,423,Potential Loyalists
15664.0,50.5,4,1212.35,1254.03,41.68,0.0332,2010-02,4,3,3,433,Loyal Customers
12464.0,10.4,8,1212.05,1212.05,0,0,2011-02,5,5,3,553,Champions
18263.0,25.6,3,1211.08,1213.16,2.08,0.0017,2011-04,4,3,3,433,Loyal Customers
14193.0,67.6,3,1210.19,1210.19,0,0,2010-11,4,3,3,433,Loyal Customers
13723.0,217.3,6,1209.2,1209.2,0,0,2010-04,3,4,3,343,Loyal Customers
15573.0,31.5,5,1207.18,1207.18,0,0,2009-12,4,4,3,443,Champions
17062.0,313.5,6,1204.32,1208.22,3.9,0.0032,2010-09,2,4,3,243,At-Risk
14320.0,206.6,5,1204.12,1346.75,142.63,0.1059,2010-01,3,4,3,343,Loyal Customers
18057.0,393.3,3,1203.56,1203.56,0,0,2010-01,2,3,3,233,At-Risk
16800.0,11.4,1,1201.49,1201.49,0,0,2011-11,5,1,3,513,New Customers
17360.0,17.5,6,1201.43,1231.38,29.95,0.0243,2010-10,5,4,3,543,Champions
16946.0,383.4,5,1199.54,1222.04,22.5,0.0184,2010-03,2,4,3,243,At-Risk
16693.0,68.5,5,1199.46,1199.46,0,0,2010-02,4,4,3,443,Champions
17800.0,37.5,9,1199.01,1199.01,0,0,2011-01,4,5,3,453,Champions
15994.0,54.5,3,1198.84,1202.18,3.34,0.0028,2010-03,4,3,3,433,Loyal Customers
16345.0,44.3,2,1198.74,1198.74,0,0,2010-08,4,2,3,423,Potential Loyalists
17713.0,382.3,4,1198.09,1198.09,0,0,2010-06,2,3,3,233,At-Risk
13405.0,74.3,6,1196.56,1213.81,17.25,0.0142,2009-12,4,4,3,443,Champions
16307.0,429.4,3,1194.92,1194.92,0,0,2010-05,2,3,3,233,At-Risk
15145.0,4.3,4,1194.73,1194.73,0,0,2011-04,5,3,3,533,Loyal Customers
12611.0,52.5,1,1193.32,1193.32,0,0,2011-10,4,1,3,413,New Customers
13976.0,206.6,4,1192.36,1192.36,0,0,2010-02,3,3,3,333,Loyal Customers
17984.0,145.3,5,1191.27,1191.27,0,0,2009-12,3,4,3,343,Loyal Customers
12993.0,23.3,8,1191.26,1259.63,68.37,0.0543,2010-02,5,5,3,553,Champions
17531.0,190.2,3,1191.22,1266.82,75.6,0.0597,2010-03,3,3,3,333,Loyal Customers
14275.0,395.6,6,1189.38,1189.38,0,0,2010-04,2,4,3,243,At-Risk
18286.0,476.5,2,1188.43,1296.43,108,0.0833,2009-12,2,2,3,223,Hibernating
16471.0,274.6,4,1186.18,1189.98,3.8,0.0032,2010-02,3,3,3,333,Loyal Customers
15022.0,11.5,5,1186.09,1186.09,0,0,2010-01,5,4,3,543,Champions
18060.0,408.3,2,1185.46,1185.46,0,0,2010-05,2,2,3,223,Hibernating
13601.0,45.3,4,1185.14,1185.14,0,0,2010-06,4,3,3,433,Loyal Customers
12742.0,625.5,1,1185.02,1201.52,16.5,0.0137,2010-03,1,1,3,113,Lost
18181.0,24.4,5,1184.21,1205.94,21.73,0.018,2009-12,4,4,3,443,Champions
16830.0,38.5,4,1183.7,1207.5,23.8,0.0197,2009-12,4,3,3,433,Loyal Customers
15259.0,512.6,4,1182.38,1182.38,0,0,2010-01,2,3,3,233,At-Risk
17021.0,442.2,6,1182.22,1182.22,0,0,2010-04,2,4,3,243,At-Risk
13293.0,392.4,6,1180.34,1192.94,12.6,0.0106,2010-02,2,4,3,243,At-Risk
13395.0,185.4,3,1180.23,1180.23,0,0,2010-10,3,3,3,333,Loyal Customers
13270.0,366.4,1,1180,1180,0,0,2010-12,2,1,3,213,Hibernating
15377.0,382.6,4,1179.95,1211.75,31.8,0.0262,2010-10,2,3,3,233,At-Risk
17058.0,81.6,3,1179.89,1179.89,0,0,2011-04,3,3,3,333,Loyal Customers
16614.0,182.5,3,1179.79,1179.79,0,0,2010-05,3,3,3,333,Loyal Customers
15303.0,290.4,3,1178.78,1224.18,45.4,0.0371,2010-01,3,3,3,333,Loyal Customers
15600.0,428.4,4,1178.71,1199.31,20.6,0.0172,2010-04,2,3,3,233,At-Risk
18025.0,379.5,6,1177.72,1177.72,0,0,2010-03,2,4,3,243,At-Risk
15068.0,46.4,4,1176.85,1176.85,0,0,2010-03,4,3,3,433,Loyal Customers
13233.0,74.4,4,1176.46,1176.46,0,0,2010-01,4,3,3,433,Loyal Customers
15210.0,225.3,3,1176.19,1176.19,0,0,2010-05,3,3,3,333,Loyal Customers
17653.0,36.5,4,1175.88,1207.56,31.68,0.0262,2011-08,4,3,3,433,Loyal Customers
12640.0,23.5,3,1174.58,1174.58,0,0,2011-09,4,3,3,433,Loyal Customers
17239.0,312.6,4,1174.15,1189.45,15.3,0.0129,2010-07,2,3,3,233,At-Risk
13787.0,75.5,6,1173.7,1222.5,48.8,0.0399,2010-01,4,4,3,443,Champions
13299.0,268.5,3,1173.3,1218.7,45.4,0.0373,2010-06,3,3,3,333,Loyal Customers
16292.0,121.5,5,1171.46,1253.76,82.3,0.0656,2010-04,3,4,3,343,Loyal Customers
14818.0,73.5,6,1170.41,1170.41,0,0,2010-03,4,4,3,443,Champions
12691.0,28.3,7,1170.4,1170.4,0,0,2010-10,4,4,3,443,Champions
13797.0,436.6,3,1168.45,1179.45,11,0.0093,2010-03,2,3,3,233,At-Risk
17373.0,40.4,7,1167.5,1167.5,0,0,2010-02,4,4,3,443,Champions
16653.0,16.4,2,1166.92,1212.66,45.74,0.0377,2011-09,5,2,3,523,Potential Loyalists
17664.0,18.5,4,1166.23,1166.23,0,0,2010-03,5,3,3,533,Loyal Customers
17812.0,12.5,7,1165.89,1165.89,0,0,2010-06,5,4,3,543,Champions
14261.0,50.6,2,1163.45,1163.45,0,0,2011-09,4,2,3,423,Potential Loyalists
16306.0,213.5,7,1162.82,1192.82,30,0.0252,2010-10,3,4,3,343,Loyal Customers
17525.0,359.5,3,1161.9,1161.9,0,0,2010-10,2,3,3,233,At-Risk
16949.0,3.5,6,1161.27,1286.27,125,0.0972,2011-01,5,4,3,543,Champions
13897.0,50.4,3,1160.72,1160.72,0,0,2010-01,4,3,3,433,Loyal Customers
13459.0,624.6,2,1160.41,1160.41,0,0,2010-01,1,2,3,123,Hibernating
17513.0,72.3,3,1158.8,1158.8,0,0,2010-08,4,3,3,433,Loyal Customers
15621.0,4.4,4,1158.77,1293.03,134.26,0.1038,2011-11,5,3,3,533,Loyal Customers
12885.0,63.4,3,1158.27,1175.22,16.95,0.0144,2011-08,4,3,3,433,Loyal Customers
15028.0,8.4,6,1157.71,1157.71,0,0,2010-11,5,4,3,543,Champions
15879.0,404.3,4,1157.3,1157.3,0,0,2009-12,2,3,3,233,At-Risk
13744.0,95.4,2,1156.36,1156.36,0,0,2011-02,3,2,3,323,Potential Loyalists
14788.0,7.3,3,1156.32,1156.32,0,0,2010-04,5,3,3,533,Loyal Customers
17342.0,379.5,4,1155.84,1227.54,71.7,0.0584,2010-02,2,3,3,233,At-Risk
18193.0,165.4,3,1155.7,1207.35,51.65,0.0428,2010-09,3,3,3,333,Loyal Customers
16184.0,64.3,6,1155.54,1158.79,3.25,0.0028,2011-05,4,4,3,443,Champions
17127.0,428.6,5,1155.03,1155.03,0,0,2009-12,2,4,3,243,At-Risk
12592.0,92.4,5,1152.62,2582.66,1430.04,0.5537,2010-07,3,4,3,343,Margin Drainers
12657.0,11.3,4,1152.06,1643.18,491.12,0.2989,2011-09,5,3,3,533,Loyal Customers
12533.0,627.5,2,1149.99,1367.89,217.9,0.1593,2009-12,1,2,3,123,Hibernating
16167.0,414.4,5,1149.87,1386.12,236.25,0.1704,2009-12,2,4,3,243,At-Risk
12475.0,53.6,2,1149.64,1149.64,0,0,2010-10,4,2,3,423,Potential Loyalists
16521.0,415.5,3,1148.01,1148.01,0,0,2010-03,2,3,3,233,At-Risk
13499.0,17.5,5,1146.96,1159.11,12.15,0.0105,2011-03,5,4,3,543,Champions
16766.0,273.4,2,1145.6,1145.6,0,0,2011-03,3,2,3,323,Potential Loyalists
13462.0,252.5,5,1145.6,1153.85,8.25,0.0071,2009-12,3,4,3,343,Loyal Customers
14206.0,239.3,3,1145.21,1185.01,39.8,0.0336,2010-11,3,3,3,333,Loyal Customers
12769.0,238.6,1,1143.6,1143.6,0,0,2011-04,3,1,3,313,Potential Loyalists
14585.0,50.4,5,1143.27,1143.27,0,0,2010-10,4,4,3,443,Champions
17770.0,198.5,5,1143.27,1143.27,0,0,2011-03,3,4,3,343,Loyal Customers
16769.0,260.4,4,1141.75,1141.75,0,0,2009-12,3,3,3,333,Loyal Customers
12546.0,46.5,2,1141.5,1161.5,20,0.0172,2011-09,4,2,3,423,Potential Loyalists
18125.0,29.5,4,1141.34,1142.99,1.65,0.0014,2011-01,4,3,3,433,Loyal Customers
16270.0,353.4,1,1141.24,1141.24,0,0,2010-12,2,1,3,213,Hibernating
15088.0,21.4,2,1140.27,1160.07,19.8,0.0171,2011-10,5,2,3,523,Potential Loyalists
14693.0,264.5,7,1139.86,1165.36,25.5,0.0219,2010-07,3,4,3,343,Loyal Customers
17500.0,17.4,3,1138,1138,0,0,2011-11,5,3,3,533,Loyal Customers
13388.0,131.5,3,1135.7,1185.65,49.95,0.0421,2010-04,3,3,3,333,Loyal Customers
14201.0,60.4,10,1134.14,1193.54,59.4,0.0498,2010-04,4,5,3,453,Champions
17137.0,416.4,6,1133.63,1133.63,0,0,2010-01,2,4,3,243,At-Risk
16989.0,7.3,6,1133.25,1133.25,0,0,2011-07,5,4,3,543,Champions
14375.0,185.4,3,1132.99,1132.99,0,0,2010-06,3,3,3,333,Loyal Customers
14231.0,183.5,4,1131.97,1235.62,103.65,0.0839,2010-09,3,3,3,333,Loyal Customers
15500.0,8.4,4,1131.56,1131.56,0,0,2011-09,5,3,3,533,Loyal Customers
13882.0,2.5,5,1131.28,1191.13,59.85,0.0502,2011-10,5,4,3,543,Champions
15695.0,266.6,4,1131.04,1131.04,0,0,2010-01,3,3,3,333,Loyal Customers
17866.0,142.5,3,1131,1134.95,3.95,0.0035,2009-12,3,3,3,333,Loyal Customers
12710.0,96.5,3,1130.57,1149.02,18.45,0.0161,2011-05,3,3,3,333,Loyal Customers
17169.0,57.6,3,1129.88,1156.73,26.85,0.0232,2010-05,4,3,3,433,Loyal Customers
16354.0,63.4,5,1129.51,1129.51,0,0,2010-04,4,4,3,443,Champions
15586.0,592.5,3,1128.66,1139.1,10.44,0.0092,2010-01,2,3,3,233,At-Risk
14450.0,180.6,7,1128.44,1128.44,0,0,2010-04,3,4,3,343,Loyal Customers
12373.0,311.5,3,1127.65,1127.65,0,0,2010-02,2,3,3,233,At-Risk
14671.0,549.4,2,1127.45,1127.45,0,0,2010-05,2,2,3,223,Hibernating
16838.0,197.4,4,1126.66,1159.61,32.95,0.0284,2010-02,3,3,3,333,Loyal Customers
17622.0,597.5,2,1125.17,1130.21,5.04,0.0045,2010-04,1,2,3,123,Hibernating
13167.0,18.5,5,1125.15,1125.15,0,0,2010-11,5,4,3,543,Champions
16637.0,32.4,4,1124.59,1154.47,29.88,0.0259,2011-04,4,3,3,433,Loyal Customers
12462.0,18.6,2,1124.01,1189.59,65.58,0.0551,2011-02,5,2,3,523,Potential Loyalists
14917.0,596.5,2,1123.75,1123.75,0,0,2010-04,1,2,3,123,Hibernating
16916.0,23.5,4,1123.4,1123.4,0,0,2010-10,4,3,3,433,Loyal Customers
15436.0,12.3,3,1122.53,1122.53,0,0,2011-04,5,3,3,533,Loyal Customers
17492.0,248.4,3,1122.42,1122.42,0,0,2010-07,3,3,3,333,Loyal Customers
13486.0,78.4,3,1122.41,1122.41,0,0,2011-07,4,3,3,433,Loyal Customers
16895.0,64.5,5,1121.42,1121.42,0,0,2010-02,4,4,3,443,Champions
15737.0,14.5,8,1121.21,1205.12,83.91,0.0696,2011-04,5,5,3,553,Champions
16014.0,37.5,5,1121.02,1130.27,9.25,0.0082,2010-01,4,4,3,443,Champions
13304.0,351.4,4,1120.79,1217.99,97.2,0.0798,2010-02,2,3,3,233,At-Risk
13589.0,14.5,6,1120.74,1120.74,0,0,2009-12,5,4,3,543,Champions
17302.0,14.6,5,1119.93,1135.63,15.7,0.0138,2011-02,5,4,3,543,Champions
17871.0,204.5,5,1118.99,1118.99,0,0,2010-01,3,4,3,343,Loyal Customers
16430.0,57.4,7,1117.94,1117.94,0,0,2010-01,4,4,3,443,Champions
17788.0,73.6,2,1117.9,1117.9,0,0,2011-08,4,2,3,423,Potential Loyalists
15223.0,225.5,5,1117.1,1417.95,300.85,0.2122,2009-12,3,4,3,343,Loyal Customers
14971.0,35.3,3,1116.57,1116.57,0,0,2011-10,4,3,3,433,Loyal Customers
13778.0,103.4,4,1116.54,1124.49,7.95,0.0071,2010-05,3,3,3,333,Loyal Customers
12972.0,413.6,4,1115.95,1161.2,45.25,0.039,2010-02,2,3,3,233,At-Risk
14966.0,14.5,6,1115.84,1115.84,0,0,2009-12,5,4,3,543,Champions
13509.0,8.6,8,1114.72,1114.72,0,0,2010-07,5,5,3,553,Champions
14672.0,234.6,4,1113.14,1113.14,0,0,2010-01,3,3,3,333,Loyal Customers
18277.0,58.4,5,1111.38,1180.05,68.67,0.0582,2010-08,4,4,3,443,Champions
16139.0,18.6,5,1111.15,1111.15,0,0,2009-12,5,4,3,543,Champions
